Empresa;Nº NF.;Cód. do Participante;CNPJ do participante;Nome do participante;Cidade;UF;Consumidor Final;Data;Vlr contábil;Valor desconto;Frete da nota;ICMS Difal Destino;CFOP;Cód. Prod. Unificado;Cód. Prod.;Descrição;Tipo do produto;NCM;CEST;Valor do produto;Frete do produto;Desconto do produto;Abatimento do produto;Outras despesas;Valor do seguro;Quantidade;Unidade;CST ICMS;Base de ICMS;Alíquota de ICMS;Valor do ICMS;Base de ICMS ST;Alíquota de ICMS ST;Valor do ICMS ST;CST IPI;Base de IPI;Alíquota de IPI;Valor do IPI;CST PIS;Base de PIS;Alíquota de PIS;Valor do PIS;CST COFINS;Base de COFINS;Alíquota de COFINS;Valor do COFINS;Natureza de crédito;Natureza da receita;Descrição natureza crédito/receita;Tipo Item (SPED);Descrição tipo item;Código da atividade CPRB;Base de FCP Retido Ant. por ST;Alíquota de FCP Retido Ant. por ST;Valor de FCP Retido Ant. por ST;Base de ICMS Efetiva;Alíquota de ICMS Efetiva;Valor de ICMS EFetivo;Base de ICMS ST Retido;Alíquota de ICMS ST Retido;Valor de ICMS ST Retido;Base de FCP Retido por ST;Alíquota de FCP Retido por ST;Valor de FCP Retido por ST;Base de Cálculo FCP;Alíquota FCP;Valor FCP;Valor do pedágio;Tipo de lançamento;Situação da nota;Ajuste C177;Crédito presumido;Incentivo transporte;Saídas incentivadas importação;Importações-Base;Operação com diferimento;Valor Diferido;cBenef;Valor do CBENEF;Motivo Desoneração;Base de ICMS Mono;Alíquota de ICMS Mono;Valor de ICMS Mono;Base de ICMS Mono Retido;Alíquota de ICMS Mono Retido;Valor de ICMS Mono Retido;Base de ICMS Mono Diferido;Alíquota de ICMS Mono Diferido;Valor de ICMS Mono Diferido;Base de ICMS Mono Ret. Ant.;Alíquota de ICMS Mono Ret. Ant.;Valor de ICMS Mono Ret. Ant.;Valor do ICMS Original: ;Percentual Crédito Presumido;Valor Crédito Presumido;cClasstrib IBS/CBS;CST IBS/CBS;BC IBS/CBS;Redução IBS Mun;Alíquota Vigente IBS Mun;Alíquota IBS Mun;Valor IBS Mun;Aliquota Diferimento IBS Municipal;Valor Diferimento IBS Municipal;Valor Devolvido IBS Municipal;Redução IBS UF;Alíquota Vigente IBS UF;Alíquota IBS UF;Valor IBS UF;Aliquota Diferimento IBS UF;Valor Diferimento IBS UF;Valor Devolvido IBS UF;Redução CBS;Alíquota Vigente CBS;Alíquota CBS;Valor CBS;Aliquota Diferimento CBS;Valor Diferimento CBS;Valor Devolvido CBS;Cód. Créd. Pres. IBS;Alíquota Créd. Pres. IBS;Valor Créd. Presumido IBS;Valor Créd. Pres. Cond. Susp. IBS;Cód. Créd. Pres. CBS;Alíquota Créd. Pres. CBS;Valor Créd. Pres. CBS;Valor Créd. Pres. Cond. Susp. CBS;BC Monofásico IBS;Alíquota Monofásico IBS;Valor Monofásico IBS;BC Monofásico Retenção IBS;Alíquota Monofásico Retenção IBS;Valor Monofásico Retenção IBS;BC Monofásico Ret. Ant. IBS;Alíquota Monofásico Ret. Ant. IBS;Valor Monofásico Ret. Ant. IBS;BC Monofásico Diferido IBS;Alíquota Monofásico Diferido IBS;Valor Monofásico Diferido IBS;BC Monofásico CBS;Alíquota Monofásico CBS;Valor Monofásico CBS;BC Monofásico Retenção CBS;Alíquota Monofásico Retenção CBS;Valor Monofásico Retenção CBS;BC Monofásico Ret. Ant. CBS;Alíquota Monofásico Ret. Ant. CBS;Valor Monofásico Ret. Ant. CBS;BC Monofásico Diferido CBS;Alíquota Monofásico Diferido CBS;Valor Monofásico Diferido CBS;cCLassTrib IS;CST IS;UN Tributável IS;BC IS;Alíquota IS;BC IS Específico;Alíquota IS Específico;Valor IS;Imposto Importação;Valor AFRMM
328;15278;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803185;;Servico de Industrializacao - Impressos - 004.989 - Caixa Para Ovo Com Alca e Visor - Chapa 2.;Não informado ;49119900;;1.580,00;0,00;0,00;0,00;0,00;0,00;2.000,00;UN;="0/00";1.580,00;17,00;268,60;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,60;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15279;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;14.406,00;0,00;0,00;0,00;1.925-001;803157;;Retorno da materia prima;Não informado ;49119900;;14.406,00;0,00;0,00;0,00;0,00;0,00;23.000,00;UN;="0/41";0,00;0,00;0,00;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;;;;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;13.533,00;0,00;0,00;0,00;1.125-001;803197;;Servico de Industrializacao - Impressos - Sacola M - Chapa 3;Não informado ;49119900;;1.580,00;0,00;0,00;0,00;0,00;0,00;2.000,00;UN;="0/00";1.580,00;17,00;268,60;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,60;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803196;;Servico de Industrializacao - Impressos - Sacola M - Chapa 2.;Não informado ;49119900;;1.851,00;0,00;0,00;0,00;0,00;0,00;3.000,00;UN;="0/00";1.851,00;17,00;314,67;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;314,67;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803198;;Servico de Industrializacao - Impressos - Sacola P - Chapa 1.;Não informado ;49119900;;1.950,00;0,00;0,00;0,00;0,00;0,00;3.000,00;UN;="0/00";1.950,00;17,00;331,50;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;331,50;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803193;;Servico de Industrializacao - Impressos - Caixa Premium P - Chapa 1.;Não informado ;49119900;;1.580,00;0,00;0,00;0,00;0,00;0,00;2.000,00;UN;="0/00";1.580,00;17,00;268,60;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,60;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803199;;Servico de Industrializacao - Impressos - Sacola P e Sacoa G - Chapa 1.;Não informado ;49119900;;1.950,00;0,00;0,00;0,00;0,00;0,00;3.000,00;UN;="0/00";1.950,00;17,00;331,50;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;331,50;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803190;;Servico de Industrializacao - Impressos - Berco Caixa de Ovo Com Colher.;Não informado ;49119900;;2.344,00;0,00;0,00;0,00;0,00;0,00;4.000,00;UN;="0/00";2.344,00;17,00;398,48;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;398,48;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803189;;Servico de Industrializacao - Impressos - 524967 - Base Caixa Presente G.;Não informado ;49119900;;698,00;0,00;0,00;0,00;0,00;0,00;500,00;UN;="0/00";698,00;17,00;118,66;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;118,66;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15280;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;;;;;1.125-001;803191;;Servico de Industrializacao - Impressos - Berco Caixa de Ovo Deitado Com Alca.;Não informado ;49119900;;1.580,00;0,00;0,00;0,00;0,00;0,00;2.000,00;UN;="0/00";1.580,00;17,00;268,60;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;03;;Aquisição de serviços utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,60;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;15281;7014;28.156.297/0001-06;"GRAFICA SANTO ANTONIO LTDA";Vitória;ES;Não;14/01/2026;13.533,00;0,00;0,00;0,00;1.925-001;803158;;Retorno da materia prima;Não informado ;49119900;;13.533,00;0,00;0,00;0,00;0,00;0,00;19.500,00;UN;="0/41";0,00;0,00;0,00;0,00;0,00;0,00;="00";0,00;0,00;0,00;="50";0;0,00;0,00;="50";0;0,00;0,00;;;;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;18798;830011;03.983.192/0001-91;"CORDONTEXTIL INDUSTRIA E COMERCIO LTDA";São Paulo;SP;Não;12/01/2026;12.860,00;0,00;0,00;0,00;2.101-003;634218;;GORGURAO ESCAMA POLY 25MM X 40CM ACETATO CABANA;Não informado ;58064000;;3.840,00;0,00;0,00;0,00;0,00;0,00;20,00;MILHE;="0/00";3.840,00;7,00;268,80;0,00;0,00;0,00;="01";0,00;0,00;0,00;="50";3571,2;1,65;58,92;="50";3571,2;7,60;271,41;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,80;0,00;0,00;000001;000;3.240,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;3,24;0,00;0,00;0,00;0,00;0,90;0,90;29,17;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;18798;830011;03.983.192/0001-91;"CORDONTEXTIL INDUSTRIA E COMERCIO LTDA";São Paulo;SP;Não;12/01/2026;;;;;2.101-003;803141;;GORGURAO ESCAMA POLY 25MM X 45CM ACETATO CABANA;Não informado ;58064000;;2.110,00;0,00;0,00;0,00;0,00;0,00;10,00;MILHE;="0/00";2.110,00;7,00;147,70;0,00;0,00;0,00;="01";0,00;0,00;0,00;="50";1962,3;1,65;32,38;="50";1962,3;7,60;149,13;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;147,70;0,00;0,00;000001;000;1.780,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;1,78;0,00;0,00;0,00;0,00;0,90;0,90;16,03;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;18798;830011;03.983.192/0001-91;"CORDONTEXTIL INDUSTRIA E COMERCIO LTDA";São Paulo;SP;Não;12/01/2026;;;;;2.101-003;803139;;GORGURAO ESCAMA POLY 25MM X 40CM ACETATO LARANJA;Não informado ;58064000;;960,00;0,00;0,00;0,00;0,00;0,00;5,00;MILHE;="0/00";960,00;7,00;67,20;0,00;0,00;0,00;="01";0,00;0,00;0,00;="50";892,8;1,65;14,73;="50";892,8;7,60;67,85;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;67,20;0,00;0,00;000001;000;810,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;0,81;0,00;0,00;0,00;0,00;0,90;0,90;7,29;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;18798;830011;03.983.192/0001-91;"CORDONTEXTIL INDUSTRIA E COMERCIO LTDA";São Paulo;SP;Não;12/01/2026;;;;;2.101-003;803140;;GORGURAO ESCAMA POLY 25MM X 40CM ACETATO MARROM AVERMELHADO;Não informado ;58064000;;3.840,00;0,00;0,00;0,00;0,00;0,00;20,00;MILHE;="0/00";3.840,00;7,00;268,80;0,00;0,00;0,00;="01";0,00;0,00;0,00;="50";3571,2;1,65;58,92;="50";3571,2;7,60;271,41;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;268,80;0,00;0,00;000001;000;3.240,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;3,24;0,00;0,00;0,00;0,00;0,90;0,90;29,17;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;18798;830011;03.983.192/0001-91;"CORDONTEXTIL INDUSTRIA E COMERCIO LTDA";São Paulo;SP;Não;12/01/2026;;;;;2.101-003;803142;;GORGURAO ESCAMA POLY 25MM X 45CM ACETATO MARROM AVERMELHADO;Não informado ;58064000;;2.110,00;0,00;0,00;0,00;0,00;0,00;10,00;MILHE;="0/00";2.110,00;7,00;147,70;0,00;0,00;0,00;="01";0,00;0,00;0,00;="50";1962,3;1,65;32,38;="50";1962,3;7,60;149,13;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;147,70;0,00;0,00;000001;000;1.780,79;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,10;0,10;1,78;0,00;0,00;0,00;0,00;0,90;0,90;16,03;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;19773;154736;07.317.416/0001-87;"DULCINEA DA PENHA MEDANI - EMBALAGENS LTDA";Vila Velha;ES;Não;16/01/2026;70,70;0,00;0,00;0,00;1.556-002;803133;;FITILHO ROLO RECICLADO PLASTICO P;Não informado ;34029039;;25,80;0,00;0,00;0,00;0,00;0,00;2,00;UND;="0/90";0,00;0,00;0,00;0,00;0,00;0,00;="00";0,00;0,00;0,00;="99";0;0,00;0,00;="99";0;0,00;0,00;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
328;19773;154736;07.317.416/0001-87;"DULCINEA DA PENHA MEDANI - EMBALAGENS LTDA";Vila Velha;ES;Não;16/01/2026;;;;;1.556-002;634196;17924666512;ALCOOL HIDRATADO 5L 70 SAFRA;Não informado ;22072019;;44,90;0,00;0,00;0,00;0,00;0,00;1,00;UND;="0/90";0,00;0,00;0,00;0,00;0,00;0,00;="00";0,00;0,00;0,00;="99";0;0,00;0,00;="99";0;0,00;0,00;02;;Aquisição de bens utilizados como insumo;2;Matéria-prima;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0;Entrada;Documento regular;;0,00;;;0;Não;0,00;;0,00;;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;0,00;0,00;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
